feature,win_mean,loss_mean,z_shift,abs_shift
volatility_14_scaled,0.04127040231621349,0.04231453604602515,-0.04628139135849068,0.04628139135849068
stoch_k,39.615171905763134,40.45336120082541,-0.03744665308649764,0.03744665308649764
obv_trend,0.9717355846439726,1.025465476215518,-0.03662999350041211,0.03662999350041211
histogram,0.24241758375174818,0.5044059449678835,-0.03151495926712346,0.03151495926712346
signal_slope,0.060604395937936845,0.1261014862419693,-0.03151495926712285,0.03151495926712285
obv,35932426158.97931,16021895837.52603,0.03109705463239623,0.03109705463239623
price_to_sma_200,0.8250090870191198,0.8161008757636726,0.03033503939387757,0.03033503939387757
obv_sma,38019793821.9938,22364242665.765095,0.026140905600048343,0.026140905600048343
stoch_d,41.724635236951016,41.36362143910687,0.02483459452964321,0.02483459452964321
upper_shadow,0.01499456656376419,0.014738847940579565,0.01726921075715551,0.01726921075715551
rsi_14,42.89283608178021,42.96685172294528,-0.007282351720286739,0.007282351720286739
funding_rate,-4.4193656817795894e-05,-4.211106194170193e-05,-0.003669026128641922,0.003669026128641922
timeframe_hours,8.0,8.0,0.0,0.0
